Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.624229	-0.287382	-0.3139	-0.655146	8.39897	0.350561	6.5532	0.0160164	-0.0183823	0.0419107	-0.668945	0.381836	-0.552002	1540886721938	-52	98
Throax	00b411e8	0.538883	-0.451669	-0.437711	-0.560365	9.72397	-0.12075	2.00823	-0.0329614	0.115741	-0.0144788	-0.744873	0.338379	-0.16748	1540886721940	-59	95
LUpArm	00b411d9	0.686558	0.0869423	-0.0155347	-0.721691	-0.273506	1.55107	10.9023	-0.0237855	0.00826012	0.000199609	0.00488281	0.18457	-0.956543	1540886721941	-74	95
LFoArm	00b41148	0.722763	-0.0506981	0.182747	-0.664566	-1.49983	-3.29837	9.12577	-0.00555683	0.0135871	-0.00624654	0.209229	0.762695	-0.673828	1540886721869	-60	95
RUpArm	00b411db	0.779412	-0.0786171	0.0691343	-0.617703	0.108396	-1.89206	9.63328	-0.0222312	0.0249329	-0.00854712	0.144775	0.567871	-0.766357	1540886721941	-62	94
RFoArm	00b41204	0.832616	0.132868	-0.0188008	-0.537348	-1.5484	0.734795	13.6749	0.0233258	0.0404888	-0.00933469	0.366211	0.314941	-0.880371	1540886721894	-61	96
Waist	00b411f7	0.554112	-0.449082	-0.459676	-0.529134	9.97405	-0.644624	1.72932	-0.0220208	-0.030044	-0.0127256	-0.844482	0.455811	-0.180176	1540886721937	-53	94
Lthigh	00b411f4	0.528075	-0.512997	-0.488993	-0.467822	9.60755	-1.82085	-0.247241	-0.02702	0.00850198	-0.00726837	-0.894531	0.571289	-0.0297852	1540886721941	-55	95
Lshank	00b4111b	0.593088	-0.323278	-0.645014	-0.357343	9.86139	-0.44362	-0.121936	0.00268473	0.00381331	-0.0112657	-0.982422	0.352295	-0.209473	1540886721941	-55	95
Rthigh	00b411c8	0.381262	-0.590801	-0.42262	-0.571826	9.80178	0.206032	-0.809141	-0.0596962	-0.0208589	0.0120986	-0.939941	0.405273	0.222412	1540886721868	-60	72
Rshank	00b411ee	0.481674	-0.49281	-0.531858	-0.492195	9.78432	0.164899	-0.63694	-0.0381724	0.00397511	0.00148421	-1.04932	0.454102	0.0493164	1540886721895	-58	96
