Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.531876	-0.435518	-0.460667	-0.561443	9.39734	0.133204	2.15298	0.336505	0.179278	0.0140275	-0.849121	0.376953	-0.178223	1529732272845	-50	95
Throax	00b411e8	0.707003	-0.276351	-0.332987	-0.559372	8.1183	-0.754583	5.35021	0.0700715	0.0208737	0.161591	-0.568115	0.312744	-0.517822	1529732272847	-55	95
LUpArm	00b411d9	0.779817	0.0721402	0.0217002	-0.621458	-1.09643	-0.333081	9.86162	-0.106523	-0.08866	0.0473418	0.0852051	0.258789	-0.956299	1529732272847	-61	95
LFoArm	00b41148	0.783613	0.0823189	0.0230617	-0.615339	-1.27982	0.0808111	7.82086	-0.735818	-0.10965	0.0760424	0.264893	0.389648	-0.911621	1529732272844	-63	95
RUpArm	00b411db	0.776417	0.0383321	0.0506299	-0.627011	-0.669081	0.197524	9.22861	-0.43365	0.0709501	0.364246	0.250244	0.384033	-0.868896	1529732272849	-63	95
RFoArm	00b41204	0.531704	0.202084	0.0152788	-0.822325	-0.570899	2.45112	12.5236	-0.214667	-0.0428086	-0.0411326	0.20459	0.199707	-1.01611	1529732272841	-65	95
Waist	00b411f7	0.496085	-0.494462	-0.560677	-0.441642	9.36417	-0.346046	-1.42046	0.275944	0.140607	0.125102	-0.903809	0.39209	0.0598145	1529732272845	-49	95
Lthigh	00b411f4	0.535392	-0.478131	-0.525229	-0.457035	9.36132	0.116312	-0.272822	-0.13462	0.0703749	0.00237578	-0.98291	0.409912	-0.0454102	1529732272846	-49	95
Lshank	00b4111b	0.583536	-0.43155	-0.535765	-0.431516	9.39216	-1.05483	-0.0881179	-0.0687244	-0.0880967	0.054377	-0.971191	0.418213	-0.15918	1529732272849	-54	94
Rthigh	00b411c8	0.474328	-0.546219	-0.500968	-0.475068	9.82662	-0.726521	-1.59685	-0.0401401	-0.0635047	0.0697224	-0.945557	0.431396	0.10791	1529732272845	-50	95
Rshank	00b411ee	0.639082	-0.329673	-0.633156	-0.286361	9.83274	-0.959041	-0.561016	-0.0298948	0.0310816	0.0342714	-1.01685	0.487305	-0.15625	1529732272847	-51	96
