Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.583054	-0.365337	-0.322363	-0.650122	8.90584	0.197913	5.52336	0.00058188	0.00121791	0.0110933	-0.773438	0.384033	-0.425537	1529748407991	-51	99
Throax	00b411e8	0.551675	-0.472708	-0.353772	-0.589107	9.42705	-1.05518	2.98044	0.0111538	0.0299908	-0.00654393	-0.715088	0.4104	-0.179443	1529748407996	-49	99
LUpArm	00b411d9	0.781368	0.071913	0.0427609	-0.618437	-1.62556	0.38476	10.6963	-0.00533166	0.0134769	-0.0104677	0.112549	0.295166	-0.939209	1529748407996	-64	99
LFoArm	00b41148	0.742956	0.00331087	0.0798392	-0.664553	-1.12357	-0.963287	9.6611	0.0133235	0.0141854	-0.00534927	0.221191	0.562256	-0.846436	1529748407990	-62	99
RUpArm	00b411db	0.67989	0.0539786	0.0643664	-0.728487	-1.55239	-0.300107	9.58747	0.00763875	0.0179519	0.00717971	0.15332	0.405762	-0.88501	1529748407996	-71	99
RFoArm	00b41204	0.537791	0.188769	0.0471591	-0.820319	-1.1218	-0.0637576	13.4011	-0.0124604	0.0284483	0.00584946	0.106445	0.442139	-0.963135	1529748407993	-71	99
Waist	00b411f7	0.525165	-0.491453	-0.409021	-0.561585	9.84618	-0.538272	1.82252	-0.00105443	-0.0133668	-0.0150048	-0.889648	0.457764	-0.118408	1529748407990	-50	99
Lthigh	00b411f4	0.54979	-0.505271	-0.479712	-0.46077	9.85892	-1.04556	0.424105	-0.0200497	0.0184508	-0.0156639	-0.954346	0.501465	-0.0495605	1529748407994	-51	99
Lshank	00b4111b	0.550626	-0.516463	-0.456375	-0.470955	9.83	-1.29085	0.529059	-0.000596817	0.0043696	-0.0157067	-0.954834	0.53125	-0.0290527	1529748407993	-51	99
Rthigh	00b411c8	0.381118	-0.517562	-0.51445	-0.567644	9.61559	1.93601	-0.509177	-0.00542531	0.00964705	0.0019601	-1.03906	0.217529	0.160645	1529748407994	-49	99
Rshank	00b411ee	0.45357	-0.457538	-0.509771	-0.570147	9.75009	1.62909	0.574817	0.00502488	0.00673122	-0.00377019	-1.12109	0.285645	-0.0234375	1529748407993	-50	99
