Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.528424	-0.415423	-0.323642	-0.665919	9.2501	0.300608	4.69534	0.0562567	-0.05768	0.0603087	-0.801025	0.395996	-0.32251	1529648899535	-54	81
Throax	00b411e8	0.608583	-0.43133	-0.386929	-0.542095	9.52913	-0.963235	3.19665	0.00581645	0.0605295	0.036338	-0.69751	0.406006	-0.174561	1529648899540	-49	85
LUpArm	00b411d9	0.186342	0.0373283	-0.039099	-0.980997	-0.191453	1.04007	10.9696	-0.142244	0.0584988	-0.00867838	-0.10376	0.260254	-0.965088	1529648899535	-60	86
LFoArm	00b41148	0.546497	-0.108815	0.105279	-0.823661	0.741152	-2.90969	9.46741	-0.00394289	0.0689988	-0.0101852	-0.0493164	0.776611	-0.757812	1529648899536	-59	87
RUpArm	00b411db	0.672803	-0.091216	0.14632	-0.719448	-0.527229	-3.3548	9.22303	0.00720399	0.00503649	0.0272417	0.0578613	0.668213	-0.707275	1529648899538	-60	88
RFoArm	00b41204	0.525306	-0.065706	0.145211	-0.835853	0.476674	-2.26166	13.1691	-0.0266044	-0.0186787	0.0254484	-0.0925293	0.630615	-0.833252	1529648899532	-60	88
Waist	00b411f7	0.499858	-0.503203	-0.467147	-0.527923	9.98521	0.156097	0.567905	-0.0120024	0.0194083	-0.00797702	-0.901855	0.396729	-0.0361328	1529648899535	-49	85
Lthigh	00b411f4	0.360285	-0.616193	-0.412688	-0.565853	9.83016	0.51779	-0.436325	-0.0256745	0.0140895	-0.0149276	-0.982666	0.371094	0.191162	1529648899511	-50	84
Lshank	00b4111b	0.47764	-0.56564	-0.491916	-0.458181	9.82503	-0.345256	-0.656642	-0.0218675	0.0332915	-0.0183706	-0.987793	0.425049	0.0437012	1529648899538	-50	92
Rthigh	00b411c8	0.21702	-0.673002	-0.270148	-0.653445	9.80867	1.01638	-0.178732	0.0403717	0.0224556	0.0132642	-0.938965	0.231934	0.36792	1529648899535	-55	100
Rshank	00b411ee	0.250417	-0.667231	-0.29279	-0.637471	9.84861	0.491016	-0.620789	0.0471804	0.0319203	0.0134592	-1.03369	0.352783	0.219482	1529648899540	-56	86
