Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.604093	-0.427514	-0.378251	-0.556084	9.33696	0.226926	4.52091	-0.148631	0.0386848	0.0493287	-0.799805	0.413086	-0.296631	1529649684082	-52	79
Throax	00b411e8	0.804673	-0.164833	-0.563703	-0.0870086	9.28133	-1.51074	3.36388	-0.0484286	0.0778481	-0.0774151	-0.666504	0.44751	-0.187988	1529649684088	-49	82
LUpArm	00b411d9	0.771318	0.00601582	-0.0435586	-0.634929	0.325555	0.994267	10.4997	0.0949073	0.0321284	-0.0074812	-0.139648	0.213379	-0.981934	1529649684083	-57	83
LFoArm	00b41148	0.633774	-0.113746	0.00513551	-0.765092	1.61595	-1.77113	9.31126	0.359185	0.0161164	-0.0382032	-0.120117	0.671387	-0.835205	1529649684083	-57	85
RUpArm	00b411db	0.813834	-0.100411	0.0636465	-0.568806	0.160034	-2.31292	9.58044	0.0295527	-0.00793292	-0.131428	-0.00219727	0.584961	-0.780273	1529649684085	-59	86
RFoArm	00b41204	0.681983	-0.0502732	0.124241	-0.718983	0.776404	-0.681075	13.2148	-0.140177	0.00360216	-0.000235877	-0.0974121	0.530762	-0.90332	1529649684079	-58	85
Waist	00b411f7	0.402266	0.0544276	-0.856212	0.319563	10.0507	0.0533693	0.805234	-0.158781	0.0753328	-0.0332181	-0.905518	0.379395	-0.067627	1529649684083	-49	83
Lthigh	00b411f4	0.511965	-0.456444	-0.63593	-0.353755	9.6555	0.659837	-0.847371	-0.0724175	0.0183315	-0.0066793	-0.963623	0.3396	0.308594	1529649684085	-51	82
Lshank	00b4111b	0.411477	-0.606244	-0.46634	-0.495662	9.73677	-0.32545	-1.01083	-0.0559082	0.0119888	-0.0187874	-1.00757	0.397217	0.057373	1529649684086	-50	89
Rthigh	00b411c8	0.140599	-0.716075	-0.198314	-0.654324	9.8009	0.951434	-0.376193	-0.0747947	0.0295109	0.0202404	-0.930908	0.153076	0.438232	1529649684083	-59	97
Rshank	00b411ee	0.299271	-0.615629	-0.386342	-0.618206	9.80164	1.12564	-0.57976	-0.0440445	0.0333817	0.00649844	-1.05493	0.264404	0.24585	1529649684087	-62	84
